Relatório de Informações Cadastrais e Financeiras de Garantias;;;;;;;;;;;;;;;;;;;;;;;;;
Data de Emissão: 14/09/2020 10:30;;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Dívida: Externa - Interna;;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar mutuário(s) por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;
Credor(es): Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar operação de crédito por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;
Posição: Diária;;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Cálculo: Apropriação;;;;;;;;;;;;;;;;;;;;;;;;;
Data de Referência: 13/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
Nome do Contrato;Inscrição Genérica;Mutuário;Tipo Mutuário;UF;Região;Agrupador de Tipo Mutuário;CAPAG;Tipo de Dívida;Credor;Classificação de Credor;Contragarantia;Fase;Projeto;Número do Processo;ROF/CADIP;Data de Assinatura;Data Limite de Desembolso;Indexador do Contrato;Tipo de Indexador de Juros;Indexador de Juros;Moeda de Origem;Valor Contratado Original;Saldo a Desembolsar;Saldo Devedor;Proibido Honrar
FIDA 2-43500;12666;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;FIDA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Projeto de Desenvolvimento Rural Sustentável na Região Semiárida;17944.001461/2013-75;TA687778;11/08/2014;21/03/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% FIDA-SDR + 0%, Tranche Prevista 1: 100% FIDA-SDR + 0%;SDR;29.260.000,00;4.292.137,34;20.091.196,01;Não
FIDA LE 17;12691;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;FIDA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Projeto de Desenvolvimento Produtivo e de Capacidades - PDPC - Projeto Paulo Freire;17944.000949/2012-02;TA627843;27/06/2013;31/01/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% FIDA-EUR + 0%, Tranche Prevista 1: 100% FIDA-EUR + 0%;EUR;5.948.482,00;0;4.560.502,89;Não
FIDA LI 696;12692;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;FIDA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Projeto de Desenvolvimento de Comunidades Rurais nas Áreas mais Carentes - PRODECAR;19407.000005/2006-91;TA380931;05/07/2006;13/09/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% FIDA-SDR + 0%, Tranche Prevista 1: 100% FIDA-SDR + 0%;SDR;20.800.000,00;0;4.862.608,69;Não
FIDA LI 788;12693;Piauí;Estados;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;FIDA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Projeto de Desenvolvimento Sustentável no Semi-Árido - Viva o Semi-Árido;17944.001082/2009-07;TA624111;09/04/2013;31/12/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% FIDA-SDR + 0%, Tranche Prevista 1: 100% FIDA-SDR + 0%;SDR;12.770.903,00;2.271,71;9.363.057,14;Não
FIDA LI 798;12694;Paraíba;Estados;PB;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;FIDA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Projeto de Desenvolvimento Sustentável do Cariri e Seridó - PROCASE;17944.001516/2009-61;TA576103;17/10/2012;13/10/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% FIDA-SDR + 0%, Tranche Prevista 1: 100% FIDA-SDR + 0%;SDR;16.064.876,00;160.141,28;11.085.271,89;Não
FIDA LI 882;12695;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;FIDA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Projeto de Desenvolvimento Produtivo e de Capacidades - PDPC - Projeto Paulo Freire;17944.000949/2012-02;TA623839;27/06/2013;13/10/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% FIDA-SDR + 0%, Tranche Prevista 1: 100% FIDA-SDR + 0%;SDR;20.624.403,00;3.101,00;15.808.941,30;Não
FIDA LI 883;12696;Sergipe;Estados;SE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;FIDA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Projeto de Desenvolvimento de Negócios Rurais para Pequenos Produtores - Projeto Dom Távora;17944.001574/2011-17;TA624360;10/08/2013;13/10/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% FIDA-SDR + 0%, Tranche Prevista 1: 100% FIDA-SDR + 0%;SDR;10.312.201,00;2.219,41;7.903.801,38;Não
Fonplata BR-10/2006;12297;Joinville;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;FONPLATA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa Eixo Ecológico Leste e Estruturação de Parques Ambientais - Linha Verde;19406.000118/2005-16;TA384207;14/12/2006;13/06/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,75%, Tranche Prevista 1: 100% Libor + 2,75%;USD;11.800.000,00;0;5.478.058,98;Não
Fonplata BR-11/2006;12301;Curitiba;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;FONPLATA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;Programa de Estruturação de Assentamentos Habitacionais da Cidade de Curitiba;19406.000131/2005-75;;03/12/2007;10/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,45%, Tranche Prevista 1: 100% Libor + 1,45%;USD;10.000.000,00;0;0;Não
Fonplata BR-12/2007;12298;Campo Grande;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;FONPLATA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Recuperação das Áreas Degradadas do Córrego Imbirussu;17944.002062/2006-01;TA420882;06/09/2007;10/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,2%, Tranche Prevista 1: 100% Libor + 2,2%;USD;17.061.000,00;0;7.704.967,72;Não
Fonplata BR-13/2007;12303;Chapecó;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;FONPLATA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Projeto de Melhoria e Expansão da Infra-Estrutura Viária;19406.000300/2007-39;TA437498;10/12/2007;10/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,75%, Tranche Prevista 1: 100% Libor + 2,75%;USD;14.750.000,00;0;7.867.899,75;Não
Fonplata BR-15/2008;12302;Cachoeirinha;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;FONPLATA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Projeto de Melhoria e Ampliação da Infra-Estrutura Urbana;17944.001629/2007-02;TA452448;20/10/2008;10/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,5%, Tranche Prevista 1: 100% Libor + 2,5%;USD;8.910.000,00;0;5.223.103,44;Não
Fonplata BR-7/2003;12292;Porto Alegre;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;FONPLATA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;Prog. Integrado Zona Norte Entrada da Cidade;89798.789789/7897-89;;22/12/2003;30/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,5%, Tranche Prevista 1: 100% Libor + 2,5%;USD;27.500.000,00;0;0;Não
Fonplata BR-8/2004;12293;Florianópolis;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;FONPLATA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Desenvolvimento da Infra-estrutura Básica e dos Serviços Urbanos;19406.000012/2004-31;TA286408;29/06/2004;10/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 3,25%, Tranche Prevista 1: 100% Libor + 3,25%;USD;22.400.000,00;0;5.989.670,40;Não
Fonplata BR-9/2005;12296;Mato Grosso do Sul;Estados;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;FONPLATA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Projeto de Melhoria da Infra-Estrutura Viária da Região Sul Fronteira;17944.000001/2005-10;TA356864;04/07/2006;10/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 3,25%, Tranche Prevista 1: 100% Libor + 3,25%;USD;28.000.000,00;0;11.199.999,98;Não
Fonplata BRA-16/2014;12401;Corumbá;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;FONPLATA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;Programa de Desenvolvimento Integrado - PDI;17944.001710/2014-11;TA714162;27/01/2017;27/01/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,74%, Tranche Prevista 1: 100% Libor + 2,74%;USD;40.000.000,00;16.936.528,13;23.063.471,87;Não
Fonplata BRA-17/2017;12956;Criciúma;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;FONPLATA;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Projeto de Transporte e Mobilidade Urbana;17944.001176/2016-05;TA808466;13/02/2020;13/02/2024;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,64%, Tranche Prevista 1: 100% Libor + 2,64%;USD;17.250.000,00;13.471.962,50;3.778.037,50;Não
Fonplata BRA-18/2017;12716;Joinville;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;FONPLATA;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Linha Verde Eixo Ecológico Leste;17944.000610/2017-11;TA814977;27/09/2018;27/09/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 0%, Tranche Prevista 1: 100% Libor + 0%;USD;40.000.000,00;35.688.874,77;4.311.125,23;Não
Fonplata BRA-21/2018;12715;Itajaí;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;FONPLATA;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Itajaí 2040 - Moderna e Sustentável;17944.103385/2018-46;TA830891;30/10/2018;30/10/2023;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 0%, Tranche Prevista 1: 100% Libor + 0%;USD;62.500.000,00;49.606.205,14;12.893.794,86;Não
Fonplata BRA-22/2019;12899;Vila Velha;Municípios;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;FONPLATA;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Requalificação Urbana e Melhorias Ambientais;17944.110288/2018-18;TA843350;29/12/2019;29/12/2023;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 2,35%;USD;27.600.000,00;27.600.000,00;0;Não
Fonplata BRA-23/2019;12941;Ponta Porã;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;FONPLATA;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Desenvolvimento da Faixa de Fronteira na Cidade de Ponta Porã/MS - FRONTEIRA DO FUTURO PONTA PORÃ/MS;17944.102676/2019-06;TB025383;22/01/2020;01/01/2040;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,35%, Tranche Prevista 1: 100% Libor + 2,35%;USD;25.000.000,00;22.350.000,00;2.650.000,00;Não
Fonplata BRA-25/2020;13084;São Gonçalo do Amarante;Municípios;RN;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;FONPLATA;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Ações Estruturantes - PAES. Lei Complementar do Município nº 89, de 23/08/2019, e alterações;17944.104138/2019-48;TB027979;26/08/2020;26/08/2025;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 2,28%;USD;34.000.000,00;34.000.000,00;0;Não
ITAU - 2019136;12908;São Paulo;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;Itaú;Credores Privados;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Totalmente Desembolsado;Recapeamento de vias urbanas municipais;17944.103555/2019-73;60701190;21/11/2019;21/11/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% CDI Juros + 0,78%, Tranche Prevista 1: 100% CDI Juros + 0,78%;R$;500.000.000,00;0;500.000.000,00;Não
JBIC 042347 - Eletrobras;12366;ELETROBRÁS;Estatais Federais;0;Federal;Garantias a Estatais Federais;;Externa;JBIC;Agências Governamentais;Créditos da Eletrobrás junto a sua controlada CHESF - Cia Hidroelétrica do São Francisco;Concluído;A definir;10951.000995/1997-56;;26/11/1998;20/07/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2%, Tranche Prevista 1: 2%;JPY;45.000.000.000,00;0;0;Não
JBIC 042889 - BNDES - MCPIII;12367;BNDES;Bancos Federais;0;Federal;Garantias a Estatais Federais;;Externa;JBIC;Agências Governamentais;Dispensa - Art 40 da LRF - Órgãos e entidades do próprio ente;Concluído;A definir;10951.000204/2000-56;TA118258;12/07/2002;20/07/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 1,65%, Tranche Prevista 1: 1,65%;JPY;45.000.000.000,00;0;0;Não
JICA BZ-P10;12352;DAEE-SP;Entidades Estaduais Controladas;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;JICA;Agências Governamentais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Concluído;Programa de Despoluição do Tietê;00101.680089/5592-57;TA158556;18/07/1995;15/07/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 5%, Tranche Efetiva 2: 3,25%, Tranche Prevista 1: 5%;JPY;49.427.000.000,00;0;0;Não
JICA BZ-P11;12356;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;JICA;Agências Governamentais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Saneamento Ambiental de Salvador e Cidades do Entorno da Baía de Todos os Santos;00109.510006/5196-66;11111100;29/05/1997;15/07/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 4%, Tranche Efetiva 2: 2,3%, Tranche Prevista 1: 4%;JPY;7.895.000.000,00;0;838.000.000,00;Não
JICA BZ-P12;12357;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;JICA;Agências Governamentais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Projeto de Construção de Usinas Eólicas;00109.510007/1796-72;12121212;01/08/1997;15/07/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2,3%, Tranche Prevista 1: 4%;JPY;5.242.000.000,00;0;22.840.000,00;Não
JICA BZ-P13;12358;Paraná;Estados;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;JICA;Agências Governamentais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Projeto de Saneamento Ambiental;00109.510002/0396-35;S9889206;08/01/1998;15/07/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 4%, Tranche Efetiva 2: 2,3%, Tranche Prevista 1: 4%;JPY;23.686.000.000,00;0;3.200.790.000,00;Não
JICA BZ-P15;12359;SABESP-SP;Entidades Estaduais Controladas;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;JICA;Agências Governamentais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;Projeto de Recuperação Ambiental da Região Metropolitana da Baixada Santista;17944.000981/2002-16;TA287023;06/08/2004;15/07/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 1,8%, Tranche Efetiva 2: 2,5%, Tranche Prevista 1: 1,8%;JPY;21.320.000.000,00;0;10.371.870.000,00;Não
JICA BZ-P16;12731;CASAN-SC;Entidades Estaduais Controladas;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;JICA;Agências Governamentais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Programa de Saneamento Ambiental;17944.001127/2009-35;TA530688;31/03/2010;13/10/2020;;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Prevista 1: Pré-fixado, Tranche Prevista 2: Pré-fixado;Tranche Efetiva 1: 1,2%, Tranche Efetiva 2: 0,01%, Tranche Prevista 1: 1,2%, Tranche Prevista 2: 0,01%;JPY;14.426.000.000,00;9.009.993.302,00;4.964.407.166,00;Não
JICA BZ-P17;12662;SABESP-SP;Entidades Estaduais Controladas;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;JICA;Agências Governamentais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Programa Integrado de Melhoria Ambiental na Área de Mananciais da Represa Billings - Pró-Billings;17944.000674/2009-01;TA537896;14/10/2010;13/10/2020;;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Prevista 1: Pré-fixado, Tranche Prevista 2: Pré-fixado;Tranche Efetiva 1: 1,2%, Tranche Efetiva 2: 0,01%, Tranche Prevista 1: 1,2%, Tranche Prevista 2: 0,01%;JPY;6.208.000.000,00;1.816.984.061,00;3.384.313.235,00;Não
JICA BZ-P18;12361;SABESP-SP;Entidades Estaduais Controladas;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;JICA;Agências Governamentais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;Programa de Recuperação Ambiental da Região Metropolitana da Baixada Santista - Fase II;17944.001148/2010-94;TA559928;15/02/2011;15/07/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 1,8%, Tranche Efetiva 2: 2,5%, Tranche Prevista 1: 1,8%;JPY;19.169.000.000,00;0;9.325.440.000,00;Não
JICA BZ-P19;12376;SABESP-SP;Entidades Estaduais Controladas;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;JICA;Agências Governamentais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Programa de Redução de Perda de Água e Eficiência Energética;17944.000023/2011-28;TA594672;23/02/2012;13/10/2020;;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 1,7%, Tranche Efetiva 2: 0,01%, Tranche Prevista 1: 1,7%;JPY;33.584.000.000,00;32.954.206,00;29.927.352.942,00;Não
JICA BZ-P20;13073;Pará;Estados;PA;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;JICA;Agências Governamentais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;Projeto Ação Metrópole - 2ª Etapa;17944.000921/2011-86;TA616742;04/09/2012;31/12/2020;;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 0,5%, Tranche Efetiva 2: 0,01%, Tranche Prevista 1: 0,5%;JPY;16.411.000.000,00;12.137.259.057,00;4.273.740.943,00;Não
JICA BZ-P9;12351;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;JICA;Agências Governamentais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;Projeto de Construção do Sistema de Esgoto da Bacia da Baía de Guanabara;10163.002880/1993-18;;29/03/1994;15/07/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 5%, Tranche Efetiva 2: 3,25%, Tranche Prevista 1: 5%;JPY;31.475.000.000,00;0;0;Não
KFW - CELPE - 198965576;12328;CELPE-PE;Empresas Privatizadas;PE;Nordeste;Garantias a Empresas Privatizadas;;Externa;KFW;Agências Governamentais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Concluído;Programa de Abastecimento de Energia Elétrica Pernambuco;10166.008315/1990-87;;29/05/1996;15/07/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2%, Tranche Efetiva 2: 2%, Tranche Prevista 1: 2%;EUR;7.669.378,21;0;0;Não
KFW - CEMIG - 6303453;12383;CEMIG-MG;Entidades Estaduais Controladas;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;KFW;Agências Governamentais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Concluído;Estadios Solares Copa 2014 - Mineirão;17944.001279/2012-33;;14/12/2012;31/12/2019;;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 1,78%, Tranche Prevista 1: 1,78%;EUR;10.000.000,00;0;0;Não
KFW - Eletrobrás - Conta 9744590 - 2008.12.12;12385;ELETROBRÁS;Estatais Federais;0;Federal;Garantias a Estatais Federais;;Externa;KFW;Agências Governamentais;Receitas Próprias;Amortizando;Construção de PCHs - Complexo São Bernardo;17944.001358/2006-04;TA410443;12/12/2008;31/12/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2%, Tranche Prevista 1: 2%;EUR;13.293.588,91;0;11.997.588,91;Não
