Relatório de Informações Cadastrais e Financeiras de Garantias
Data de Emissão: 13/01/2022 08:16
Tipo de Dívida: Interna - Externa
Selecionar mutuário(s) por: Não Informado
Credor(es): Não Informado
Selecionar operação de crédito por: Não Informado
Posição: Diária
Tipo de Cálculo: Apropriação
Data de Referência: 31/12/2021

Nome do Contrato;Inscrição Genérica;Mutuário;Tipo Mutuário;UF;Região;Agrupador de Tipo Mutuário;CAPAG;Tipo de Dívida;Credor;Classificação de Credor;Contragarantia;Fase;Projeto;Número do Processo;ROF/CADIP;Data de Assinatura;Data Limite de Desembolso;Indexador do Contrato;Tipo de Indexador de Juros;Indexador de Juros;Moeda de Origem;Valor Contratado Original;Saldo a Desembolsar;Saldo Devedor;Proibido Honrar;Honra no Vencimento
CAIXA - 20210145;13329;Foz do Iguaçu;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Interna;CAIXA;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa FINISA. Aquisição de Máquinas, Obras em Edificações Públicas e Habitação de Interesse Social.  Lei nº 4.960, de 21/12/2020.";17944.101666/2021-60;55244222;10/11/2021;12/02/2022;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 109,56% CDI Juros + 0%;R$;60.000.000,00;60.000.000,00;0,00;Não;Não
CFA004591;12306;Canoas;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;"Projeto de Macrodrenagem, Recuperação Ambiental e Desenvolvimento Urbano - Fase I";17944.000974/2007-11;;28/12/2007;10/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 0,9%, Tranche Prevista 1: 100% Libor + 0,9%;USD;15.076.500,00;0,00;0,00;Não;Não
CFA004625;12313;Feira de Santana;Municípios;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;"Projeto de Integração Urbana";17944.000886/2007-19;;15/02/2008;10/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 0,9%, Tranche Prevista 1: 100% Libor + 0,9%;USD;11.737.000,00;0,00;0,00;Não;Não
CFA005034;12317;Manaus;Municípios;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Infra-Estrutura Urbana e Ambiental";17944.000823/2008-43;TA464837;07/10/2008;05/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,35%, Tranche Prevista 1: 100% Libor + 1,35%;USD;75.000.000,00;0,00;12.564.112,09;Não;Não
CFA005041;12318;Sorocaba;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;"Programa Ambiental e de Integração Social do Município de Sorocaba";17944.001512/2007-11;;08/09/2008;05/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 0,9%, Tranche Prevista 1: 100% Libor + 0,9%;USD;42.790.000,00;0,00;0,00;Não;Não
CFA005614;12307;Pará;Estados;PA;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Infraestrutura Rodoviária";17944.000541/2008-46;TA474465;08/07/2009;10/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,05%, Tranche Prevista 1: 100% Libor + 1,05%;USD;85.000.000,00;0,00;21.689.391,24;Não;Não
CFA005978;12308;Caxias do Sul;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Desenvolvimento da Infraestrutura Municipal e Serviços Básicos";17944.001572/2008-14;TA501110;14/12/2009;10/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,35%, Tranche Prevista 1: 100% Libor + 2,35%;USD;28.800.000,00;0,00;7.200.000,12;Não;Não
CFA006271;12322;Paraíba;Estados;PB;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;A;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Pavimentação e Recuperação de Rodovias - Novos Caminhos";17944.001238/2008-61;TA503709;26/04/2010;10/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,4%, Tranche Prevista 1: 100% Libor + 2,4%;USD;100.000.000,00;0,00;46.428.571,45;Não;Não
CFA006800;12323;Santa Catarina;Estados;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Integração Regional - PIR/SC";19406.000203/2008-27;TA526965;31/08/2010;10/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,35%, Tranche Prevista 1: 100% Libor + 2,35%;USD;32.558.000,00;0,00;11.839.272,74;Não;Não
CFA007783;12331;Hortolândia;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Infra-estrutura Urbana e Proteção de Áreas Naturais";17944.001368/2010-18;TA570345;09/04/2012;15/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,33%, Tranche Prevista 1: 100% Libor + 2,33%;USD;22.132.000,00;0,00;10.143.833,29;Não;Não
CFA007786;12333;Fortaleza;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Drenagem Urbana - DRENURB";17944.000672/2010-48;TA601654;14/05/2012;15/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,65%, Tranche Prevista 1: 100% Libor + 2,65%;USD;45.100.000,00;0,00;24.429.166,63;Não;Não
CFA007788;12332;Fortaleza;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa Nacional de Desenvolvimento do Turismo - PRODETUR Nacional Fortaleza";17944.000377/2011-72;TA603476;14/05/2012;15/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,65%, Tranche Prevista 1: 100% Libor + 2,65%;USD;50.000.000,00;0,00;27.083.333,37;Não;Não
CFA007948;12336;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa Emergencial Rodoviário da Região Serrana";17944.000237/2012-85;TA621448;13/09/2012;15/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,55%, Tranche Prevista 1: 100% Libor + 2,55%;USD;100.000.000,00;0,00;27.722.342,06;Não;Sim
CFA007949;12335;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Melhorias e Implantação da Infraestrutura Viária - Pro-Vias";17944.000233/2012-05;TA621516;13/09/2012;15/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,6%, Tranche Prevista 1: 100% Libor + 2,6%;USD;319.675.000,00;0,00;102.724.497,29;Não;Sim
CFA007950;12343;Aparecida de Goiânia;Municípios;GO;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Reestruturação Viária da Bacia do Ribeirão de Santo Antonio de Aparecida de Goiânia";17944.000291/2011-40;TA618202;31/08/2012;15/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,65%, Tranche Prevista 1: 100% Libor + 2,65%;USD;35.000.000,00;0,00;20.416.666,70;Não;Não
CFA007996;12339;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Projeto de Reforma e Adequação do Estádio do Maracanã para a Copa do Mundo 2014";17944.000493/2012-72;TA625605;22/11/2012;12/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,6%, Tranche Prevista 1: 100% Libor + 2,6%;USD;120.666.000,00;0,00;55.692.000,00;Não;Sim
CFA008002;12338;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa Obras Complementares do Arco Metropolitano";17944.000234/2012-41;TA625707;05/12/2012;15/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% CFA008002 + 2,6%, Tranche Prevista 1: 100% Libor + 2,6%;USD;200.000.000,00;0,00;90.185.888,77;Não;Sim
CFA008006;12337;Manaus;Municípios;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa Nacional de Desenvolvimento do Turismo - PRODETUR Nacional Manaus";17944.000061/2012-61;TA619612;13/11/2012;16/03/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,65%, Tranche Efetiva 2: 100% Libor + 2,65%, Tranche Prevista 1: 100% Libor + 2,65%;USD;21.512.846,00;0,00;8.643.778,05;Não;Não
CFA008253;12311;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Transporte, Logística e Meio Ambiente";17944.000068/2013-64;TA648159;23/08/2013;31/12/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,65%, Tranche Prevista 1: 100% Libor + 2,65%;USD;200.000.000,00;0,00;122.743.635,86;Não;Não
CFA008261;12310;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa de Valorização Turística do Litoral Oeste - PROINFTUR";17944.001309/2012-10;TA631197;28/08/2013;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,55%, Tranche Prevista 1: 100% Libor + 2,55%;USD;62.857.157,62;6.005.041,23;32.841.662,67;Não;Não
CFA008262;12341;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa de Valorização Turística do Litoral Oeste - PROINFTUR";17944.001309/2012-10;XA631197;28/08/2013;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,55%, Tranche Prevista 1: 100% Libor + 2,55%;USD;49.142.842,38;4.694.847,90;22.279.699,68;Não;Não
CFA008586;12622;Canoas;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa Integrado de Investimentos para Revitalização e Ampliação da Infraestrutura Urbana - Canoas para Todos";17944.001148/2013-37;TA684561;24/06/2014;31/12/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,55%, Tranche Prevista 1: 100% Libor + 2,55%;USD;50.000.000,00;0,00;24.999.999,98;Não;Não
CFA008680;12342;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Sistema de Macrodrenagem do Rio Baquirivu-Guaçu";17944.000501/2013-61;TA672410;25/07/2014;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,4%, Tranche Prevista 1: 100% Libor + 2,4%;USD;204.000.000,00;139.146.645,48;53.331.856,13;Não;Não
CFA008715;12316;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa Sócio-Ambiental dos Igarapés de Manaus - Igarapés do Bindá, SESC SHARP e São Sebastião - PROSAMIM";17944.000202/2013-27;TA665217;29/09/2014;06/02/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,35%, Tranche Prevista 1: 100% Libor + 2,35%;USD;52.500.000,00;0,00;7.335.477,80;Não;Não
CFA008717;12312;Santa Catarina;Estados;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Integração Viária do Planalto Norte - PROVIAS-SC";17944.001335/2012-30;TA661566;26/08/2014;14/05/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,6%, Tranche Prevista 1: 100% Libor + 2,6%;USD;55.000.000,00;0,00;37.337.596,55;Não;Não
CFA009477 - CFA009481;12346;Porto Alegre;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa ORLA POA - Organicidade e Requalificação do Espaço Urbano, do Lazer, do Acesso e Mobilidade";17944.000819/2015-12;TA749573;10/08/2016;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,05%, Tranche Prevista 1: 100% Libor + 2,05%;USD;92.000.000,00;19.933.410,18;66.430.605,88;Não;Não
CFA009728;12623;Niterói;Municípios;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa Região Oceânica Sustentável - Pró-Sustentável";17944.001832/2014-08;TA753195;30/11/2016;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,95%, Tranche Prevista 1: 100% Libor + 1,95%;USD;100.000.000,00;37.565.226,03;55.381.518,89;Não;Não
CFA009883;12411;Alagoinhas;Municípios;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Requalificação Urbana, Ambiental e Promoção Social";17944.000164/2014-93;TA683176;17/05/2017;17/05/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2%, Tranche Prevista 1: 100% Libor + 2%;USD;11.500.000,00;0,00;10.062.499,99;Não;Não
CFA010048 - CFA010051;12605;São Bernardo do Campo;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;"Programa de Infraestrutura Urbana - PROINFRA";17944.000503/2016-01;TA782895;05/10/2017;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2%, Tranche Prevista 1: 100% Libor + 2%;USD;125.000.000,00;7.190.602,93;117.809.397,07;Não;Não
CFA010131;12606;Taubaté;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Totalmente Desembolsado;"Programa de Melhoria da Mobilidade Urbana e Socioambiental";17944.000566/2015-79;TA767601;01/12/2017;01/12/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,85%, Tranche Prevista 1: 100% Libor + 1,85%;USD;60.000.000,00;0,00;60.000.000,00;Não;Não
CFA010157;12624;Caxias do Sul;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;"Programa de Desenvolvimento da Infraestrutura e dos Serviços Básicos II - PDI II";17944.000189/2015-78;TA759551;28/12/2017;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,95%, Tranche Prevista 1: 100% Libor + 1,95%;USD;33.000.000,00;14.389.240,56;18.610.759,44;Não;Não
CFA010352 - CFA010356;12689;Fortaleza;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa Fortaleza - Cidade com Futuro";17944.000355/2014-55;TA722498;04/06/2018;04/06/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,75%, Tranche Prevista 1: 100% Libor + 1,75%;USD;83.250.000,00;41.962.950,21;41.287.049,79;Não;Não
CFA010450;12718;Hortolândia;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa de Infraestrutura Urbana e Desenvolvimento Sustentável";17944.000580/2017-34;TA813982;05/09/2018;05/09/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,65%, Tranche Prevista 1: 100% Libor + 1,65%;USD;42.000.000,00;15.860.058,74;26.139.941,26;Não;Não
CFA010491 - CFA010502;12723;Teresina;Municípios;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa De Desenvolvimento Urbano Integrado - Teresina Sustentável";17944.102108/2017-35;TA824225;28/09/2018;28/09/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,75%, Tranche Prevista 1: 100% Libor + 1,75%;USD;45.982.658,96;36.989.595,41;8.993.063,55;Não;Não
CFA010505;12722;Sorocaba;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa Ambiental e de Otimização Viária - Mobilidade Total";17944.001826/2014-42;TA756674;09/10/2018;09/10/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,65%, Tranche Prevista 1: 100% Libor + 1,65%;USD;70.000.000,00;61.238.657,24;8.761.342,76;Não;Não
CFA010521 - CFA010552;12717;Caucaia;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa de Infraestrutura Integrada";17944.104820/2018-50;TA834629;17/10/2018;17/10/2023;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,75%, Tranche Prevista 1: 100% Libor + 1,75%;USD;80.000.000,00;27.005.849,76;52.994.150,24;Não;Não
CFA010569;12721;Sobral;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa de Desenvolvimento Socioambiental de Sobral - PRODESOL";17944.101413/2018-91;TA835631;14/11/2018;14/11/2023;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,75%, Tranche Prevista 1: 100% Libor + 1,75%;USD;50.000.000,00;27.909.182,00;22.090.818,00;Não;Não
