Relatório de Informações Cadastrais e Financeiras de Garantias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data de Emissão: 11/05/2022 09:26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Dívida: Interna - Externa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar mutuário(s) por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Credor(es): Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar operação de crédito por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Posição: Diária;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Cálculo: Apropriação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data de Referência: 30/04/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nome do Contrato;Inscrição Genérica;Mutuário;Tipo Mutuário;UF;Região;Agrupador de Tipo Mutuário;CAPAG;Tipo de Dívida;Credor;Classificação de Credor;Contragarantia;Modalidade de Contratação;Fase;Projeto;Número do Processo;ROF/CADIP;Data de Assinatura;Data Limite de Desembolso;Indexador do Contrato;Tipo de Indexador de Juros;Indexador de Juros;Encargos;Moeda de Origem;Valor Contratado Original;Saldo a Desembolsar;Saldo Devedor;Proibido Honrar;Honra no Vencimento;Contrato RRF
CFA008586;12622;Canoas;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Amortizando;Programa Integrado de Investimentos para Revitalização e Ampliação da Infraestrutura Urbana - Canoas para Todos;17944.001148/2013-37;TA684561;24/06/2014;31/12/2019;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 2,55%, Tranche Efetiva 1: 100% Libor + 2,55%;;USD;50.000.000,00;0;24.999.999,98;Não;Não;Não
CFA008680;12342;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando e Amortizando;Sistema de Macrodrenagem do Rio Baquirivu-Guaçu;17944.000501/2013-61;TA672410;25/07/2014;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 2,4%, Tranche Efetiva 1: 100% Libor + 2,4%;;USD;204.000.000,00;128.559.836,41;61.334.540,09;Não;Não;Não
CFA008715;12316;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Amortizando;Programa Sócio-Ambiental dos Igarapés de Manaus - Igarapés do Bindá, SESC SHARP e São Sebastião - PROSAMIM;17944.000202/2013-27;TA665217;29/09/2014;06/02/2020;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 2,35%, Tranche Efetiva 1: 100% Libor + 2,35%;;USD;52.500.000,00;0;6.846.445,95;Não;Não;Não
CFA008717;12312;Santa Catarina;Estados;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Amortizando;Programa de Integração Viária do Planalto Norte - PROVIAS-SC;17944.001335/2012-30;TA661566;26/08/2014;14/05/2021;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 2,6%, Tranche Efetiva 1: 100% Libor + 2,6%;;USD;55.000.000,00;0;34.964.190,54;Não;Não;Não
CFA009477 - CFA009481;12346;Porto Alegre;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Amortizando;Programa ORLA POA - Organicidade e Requalificação do Espaço Urbano, do Lazer, do Acesso e Mobilidade;17944.000819/2015-12;TA749573;10/08/2016;14/04/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 2,05%, Tranche Efetiva 1: 100% Libor + 2,05%;;USD;92.000.000,00;0;72.575.731,00;Não;Não;Não
CFA009728;12623;Niterói;Municípios;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando e Amortizando;Programa Região Oceânica Sustentável - Pró-Sustentável;17944.001832/2014-08;TA753195;30/11/2016;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,95%, Tranche Efetiva 1: 100% Libor + 1,95%;;USD;100.000.000,00;32.803.909,03;60.142.835,89;Não;Não;Não
CFA009883;12411;Alagoinhas;Municípios;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Amortizando;Programa de Requalificação Urbana, Ambiental e Promoção Social;17944.000164/2014-93;TA683176;17/05/2017;17/05/2020;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 2%, Tranche Efetiva 1: 100% Libor + 2%;;USD;11.500.000,00;0;10.062.499,99;Não;Não;Não
CFA010048 - CFA010051;12605;São Bernardo do Campo;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando e Amortizando;Programa de Infraestrutura Urbana - PROINFRA;17944.000503/2016-01;TA782895;05/10/2017;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 2%, Tranche Efetiva 1: 100% Libor + 2%;;USD;125.000.000,00;7.190.602,93;112.454.424,48;Não;Não;Não
CFA010131;12606;Taubaté;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Totalmente Desembolsado;Programa de Melhoria da Mobilidade Urbana e Socioambiental;17944.000566/2015-79;TA767601;01/12/2017;01/12/2021;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,85%, Tranche Efetiva 1: 100% Libor + 1,85%;;USD;60.000.000,00;0;60.000.000,00;Não;Não;Não
CFA010157;12624;Caxias do Sul;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Totalmente Desembolsado;Programa de Desenvolvimento da Infraestrutura e dos Serviços Básicos II - PDI II;17944.000189/2015-78;TA759551;28/12/2017;14/04/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,95%, Tranche Efetiva 1: 100% Libor + 1,95%;;USD;33.000.000,00;0;18.610.759,44;Não;Não;Não
CFA010352 - CFA010356;12689;Fortaleza;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando;Programa Fortaleza - Cidade com Futuro;17944.000355/2014-55;TA722498;04/06/2018;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,75%, Tranche Efetiva 1: 100% Libor + 1,75%;;USD;83.250.000,00;38.562.950,21;44.687.049,79;Não;Não;Não
CFA010450;12718;Hortolândia;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando;Programa de Infraestrutura Urbana e Desenvolvimento Sustentável;17944.000580/2017-34;TA813982;05/09/2018;05/09/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,65%, Tranche Efetiva 1: 100% Libor + 1,65%;;USD;42.000.000,00;9.077.058,74;32.922.941,26;Não;Não;Não
CFA010491 - CFA010502;12723;Teresina;Municípios;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando;Programa De Desenvolvimento Urbano Integrado - Teresina Sustentável;17944.102108/2017-35;TA824225;28/09/2018;28/09/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,75%, Tranche Efetiva 1: 100% Libor + 1,75%;;USD;45.982.658,96;35.989.595,41;9.993.063,55;Não;Não;Não
CFA010505;12722;Sorocaba;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando;Programa Ambiental e de Otimização Viária - Mobilidade Total;17944.001826/2014-42;TA756674;09/10/2018;09/10/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,65%, Tranche Efetiva 1: 100% Libor + 1,65%;;USD;70.000.000,00;61.238.657,24;8.761.342,76;Não;Não;Não
CFA010521 - CFA010552;12717;Caucaia;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando;Programa de Infraestrutura Integrada;17944.104820/2018-50;TA834629;17/10/2018;17/10/2023;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,75%, Tranche Efetiva 1: 100% Libor + 1,75%;;USD;80.000.000,00;18.743.664,92;61.256.335,08;Não;Não;Não
CFA010569;12721;Sobral;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando;Programa de Desenvolvimento Socioambiental de Sobral - PRODESOL;17944.101413/2018-91;TA835631;14/11/2018;14/11/2023;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,75%, Tranche Efetiva 1: 100% Libor + 1,75%;;USD;50.000.000,00;27.909.182,00;22.090.818,00;Não;Não;Não
CFA010634;12719;Maceió;Municípios;AL;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando;Programa de Revitalização Urbana em Bairros de Maceió - Revitaliza Maceió;17944.001188/2016-21;TA834481;20/12/2018;20/12/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,75%, Tranche Efetiva 1: 100% Libor + 1,75%;;USD;70.000.000,00;38.635.641,00;31.364.359,00;Não;Não;Não
CFA010637 - CFA010639;12720;Salvador;Municípios;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando;Programa de Requalificação Urbanística - PROQUALI;17944.101428/2018-59;TA827057;18/12/2018;18/12/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,75%, Tranche Efetiva 1: 100% Libor + 1,75%;;USD;60.700.000,00;37.087.434,86;23.612.565,14;Não;Não;Não
CFA010641 - CFA010686;12724;Palmas;Municípios;TO;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando;Programa de Requalificação Urbana Palmas para o Futuro;17944.100680/2017-60;TB022699;28/12/2018;28/12/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,7%, Tranche Efetiva 1: 100% Libor + 1,7%;;USD;60.870.000,00;37.555.903,00;23.314.097,00;Não;Não;Não
CFA010689 - CFA010690;12765;Pará;Estados;PA;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando;Programa Municípios Sustentáveis;17944.101797/2018-41;TA834612;19/02/2019;19/02/2023;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,75%, Tranche Efetiva 1: 100% Libor + 1,75%;;USD;50.000.000,00;22.246.781,85;27.753.218,15;Não;Não;Não
CFA010812;12861;Fortaleza;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando;Programa de Infraestrutura em Educação e Saneamento;17944.000186/2017-04;TA835770;06/06/2019;06/06/2023;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,75%, Tranche Efetiva 1: 100% Libor + 1,75%;;USD;150.000.000,00;72.209.812,52;77.790.187,48;Não;Não;Não
CFA010824 - CFA010825;12862;Camaçari;Municípios;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando;Programa de Integração e Desenvolvimento Urbano, Social e Ambiental;17944.109202/2018-04;TA839493;14/06/2019;14/06/2024;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,7%, Tranche Efetiva 1: 100% Libor + 1,7%;;USD;80.000.000,00;40.085.063,66;39.914.936,34;Não;Não;Não
CFA010938;12909;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando;Projeto Rede Metroferroviária de São Paulo - Implantação da Linha 17 - Ouro - Sistema Monotrilho - Trecho 1;17944.105836/2018-80;TA838033;07/10/2019;07/10/2023;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,75%, Tranche Efetiva 1: 100% Libor + 1,75%;;USD;296.000.000,00;221.014.678,85;74.985.321,15;Não;Não;Não
CFA010973;12910;Contagem;Municípios;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando;Programa Sistema Integrado de Mobilidade;17944.109459/2018-58;TA841323;23/10/2019;23/10/2024;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,7%, Tranche Efetiva 1: 100% Libor + 1,7%;;USD;42.000.000,00;29.939.912,93;12.060.087,07;Não;Não;Não
CFA011008 - CFA011016;12913;Jacareí;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando;Programa de Desenvolvimento Urbano e Social (PRODUS);17944.109905/2018-24;TB024234;13/11/2019;13/11/2024;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,7%, Tranche Efetiva 1: 100% Libor + 1,7%;;USD;60.000.000,00;48.500.000,00;11.500.000,00;Não;Não;Não
CFA011022 - CFA011024;12915;Belo Horizonte;Municípios;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando;Programa de Governo e do Orçamento;17944.102626/2018-30;TA842060;22/11/2019;22/11/2023;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,7%, Tranche Efetiva 1: 100% Libor + 1,7%;;USD;82.500.000,00;77.748.700,00;4.751.300,00;Não;Não;Não
CFA011054;12917;Aparecida de Goiânia;Municípios;GO;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando;Programa de Reestruturação Viária na Bacia do Ribeirão Santo Antônio de Aparecida de Goiânia II;17944.103797/2018-86;TA844332;12/12/2019;12/12/2023;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,7%, Tranche Efetiva 1: 100% Libor + 1,7%;;USD;35.000.000,00;25.800.000,00;9.200.000,00;Não;Não;Não
CFA011060;12919;Araguaína;Municípios;TO;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando;Projeto de Saneamento Integrado;17944.108542/2018-18;TA839588;30/12/2019;30/12/2023;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,7%, Tranche Efetiva 1: 100% Libor + 1,7%;;USD;54.900.000,00;37.371.992,42;17.528.007,58;Não;Não;Não
CFA011063;12918;Santo André;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando;Programa Sanear Santo André - SANEASA;17944.102808/2019-91;TB031265;30/12/2019;30/12/2024;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,7%, Tranche Efetiva 1: 100% Libor + 1,7%;;USD;50.000.000,00;38.825.000,00;11.175.000,00;Não;Não;Não
CFA011220 - CFA011218;13085;Alagoas;Estados;AL;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando;Programa Estrutura Alagoas. Lei nº 7.903, de 21/07/2017 e alterações;17944.103439/2019-54;TB033117;06/05/2020;06/05/2025;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,7%, Tranche Efetiva 1: 100% Libor + 1,7%;;USD;136.230.000,00;120.488.561,42;15.741.438,58;Não;Não;Não
CFA011295 - CFA011297;13121;São Bernardo do Campo;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando;Programa de Recuperação e Ordenamento Sócio Ambiental de Bairros - PROSABs. Lei nº 6.733, de 06/12/2018;17944.101263/2019-04;TB029232;03/09/2020;03/09/2025;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,7%, Tranche Efetiva 1: 100% Libor + 1,7%;;USD;80.000.000,00;71.773.858,38;8.226.141,62;Não;Não;Não
CFA011299 - CFA011300;13122;Mogi das Cruzes;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando;Programa Mais Mogi Ecotietê. Lei nº 7.563, de 06/02/2020;17944.102989/2019-56;TB037330;10/09/2020;10/09/2025;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,7%, Tranche Efetiva 1: 100% Libor + 1,7%;;USD;69.439.000,00;67.989.000,00;1.450.000,00;Não;Não;Não
CFA011318 - CFA011320;13198;Guarulhos;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Coorporação Andina de Fomento;Desembolsando;Programa de Macrodrenagem e Controle de Cheias do Rio Baquirivu-Guaçu em Guarulhos;17944.102888/2020-19;TB052950;08/10/2020;08/10/2025;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,7%, Tranche Efetiva 1: 100% Libor + 1,7%;;USD;96.000.000,00;92.650.914,26;3.349.085,74;Não;Não;Não
Credit Suisse - CSBRA20140800329;12615;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Interna;CREDIT SUISSE-BRASIL;Credores Privados;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;PRODES-Programa de Desenvolvimento Socioambiental;17944.000506/2014-75;2;11/09/2014;22/08/2021;IPCA;Tranche Prevista 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado;Tranche Prevista 1: 10%, Tranche Efetiva 2: 10%;;R$;600.000.000,00;0;719.926.908,47;Não;Sim;Não
Credit Suisse - MU57/2014;12614;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Interna;CREDIT SUISSE-BRASIL;Credores Privados;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;PROSUT - Programa de Suporta à Política de Transporte;17944.000504/2014-86;1A, 1;29/08/2014;01/09/2021;IPCA, IPCA CS;Tranche Prevista 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado;Tranche Prevista 1: 10,0848%, Tranche Efetiva 2: 10,0848%;;R$;450.000.000,00;0;534.139.891,60;Não;Sim;Não
CreditSuisse-MG/2012;12227;Minas Gerais;Estados;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;CREDIT SUISSE;Credores Privados;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Credores Externos Data de Vencimento Dias Úteis;Amortizando;Programa de Reestruturação da Dívida CRC-CEMIG;17944.000458/2012-53;TA627865;28/12/2012;01/01/2017;;Tranche Prevista 1: Pré-fixado, Tranche Efetiva 1: Pré-fixado;Tranche Prevista 1: 5,216438%, Tranche Efetiva 1: 5,333%;;USD;1.300.000.000,00;0;762.000.000,00;Não;Sim;Não
