Relatório de Informações Cadastrais e Financeiras de Garantias
Data de Emissão: 19/11/2019 14:44
Tipo de Dívida: Interna - Externa
Selecionar mutuário(s) por: Não Informado
Credor(es): Não Informado
Selecionar operação de crédito por: Não Informado
Posição: Diária
Tipo de Cálculo: Apropriação
Data de Referência: 18/11/2019

Nome do Contrato;Inscrição Genérica;Mutuário;Tipo Mutuário;UF;Região;Agrupador de Tipo Mutuário;CAPAG;Tipo de Dívida;Credor;Classificação de Credor;Contragarantia;Fase;Projeto;Número do Processo;ROF/CADIP;Data de Assinatura;Data Limite de Desembolso;Indexador do Contrato;Tipo de Indexador de Juros;Indexador de Juros;Moeda de Origem;Valor Contratado Original;Saldo a Desembolsar;Saldo Devedor
CFA010505;12722;Sorocaba;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa Ambiental e de Otimização Viária do Município de Sorocaba";17944.001826/2014-42;TA756674;09/10/2018;09/10/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,65%, Tranche Prevista 1: 100% Libor + 1,65%;USD;70.000.000,00;68.240.438,00;1.759.562,00;
CFA010521 - CFA010552;12717;Caucaia;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa de Infraestrutura Integrada de Caucaia";17944.104820/2018-50;TA834629;17/10/2018;17/10/2023;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,75%, Tranche Prevista 1: 100% Libor + 1,75%;USD;80.000.000,00;70.715.269,93;9.284.730,07;
CFA010569;12721;Sobral;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa de Desenvolvimento Socioambiental de Sobral - PRODESOL";17944.101413/2018-91;TA835631;14/11/2018;14/11/2023;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,75%, Tranche Prevista 1: 100% Libor + 1,75%;USD;50.000.000,00;47.409.182,00;2.590.818,00;
CFA010634;12719;Maceió;Municípios;AL;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa de Revitalização Urbana em Bairros de Maceió";17944.001188/2016-21;TA834481;20/12/2018;20/12/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,75%, Tranche Prevista 1: 100% Libor + 1,75%;USD;70.000.000,00;69.250.000,00;750.000,00;
CFA010637 - CFA010639;12720;Salvador;Municípios;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa de Requalificação Urbanística de Salvador";17944.101428/2018-59;TA827057;18/12/2018;18/12/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,75%, Tranche Prevista 1: 100% Libor + 1,75%;USD;60.700.000,00;56.476.996,86;4.223.003,14;
CFA010641 - CFA010686;12724;Palmas;Municípios;TO;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa de Requalificação Urbana Palmas para o Futuro";17944.100680/2017-60;TB022699;28/12/2018;28/12/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,7%, Tranche Prevista 1: 100% Libor + 1,7%;USD;60.870.000,00;59.734.499,00;1.135.501,00;
CFA010689 - CFA010690;12765;Pará;Estados;PA;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa municípios sustentáveis do Estado do Pará";17944.101797/2018-41;TA834612;19/02/2019;19/02/2023;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,75%, Tranche Prevista 1: 100% Libor + 1,75%;USD;50.000.000,00;47.695.295,34;2.304.704,66;
CFA010812;12861;Fortaleza;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa de Infraestrutura em educação e saneamento de Fortaleza - PROINFRA";17944.000186/2017-04;TA835770;06/06/2019;06/06/2023;;;;USD;150.000.000,00;150.000.000,00;0,00;
CFA010824 - CFA010825;12862;Camaçari;Municípios;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;CAF;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa de integração e desenvolvimento urbano, social e ambiental do Município de Camaçari/BA";17944.109202/2018-04;TA839493;14/06/2019;14/06/2024;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 1,7%;USD;80.000.000,00;80.000.000,00;0,00;
Credit Suisse - CSBRA20140800329;12615;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Interna;CREDIT SUISSE-BRASIL;Credores Privados;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"PRODES-Programa de Desenvolvimento Socioambiental";17944.000506/2014-75;2;11/09/2014;31/01/2018;IPCA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 10%, Tranche Prevista 1: 10%;R$;600.000.000,00;0,00;659.184.328,9980225;
Credit Suisse - MU57/2014;12614;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Interna;CREDIT SUISSE-BRASIL;Credores Privados;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"PROSUT - Programa de Suporta à Política de Transporte";17944.000504/2014-86;1;29/08/2014;31/01/2018;IPCA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 10,0848%, Tranche Prevista 1: 10,0848%;R$;450.000.000,00;0,00;494.684.442,8454804;
CreditSuisse-MG/2012;12227;Minas Gerais;Estados;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;CREDIT SUISSE;Credores Privados;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Reestruturação da Dívida da CEMIG e o Banco Credit Suisse AG";17944.000458/2012-53;TA627865;28/12/2012;01/01/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 5,216438%, Tranche Prevista 1: 5,216438%;USD;1.300.000.000,00;0,00;1.143.000.000,00;
FIDA 2-43500;12666;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;FIDA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Projeto de Desenvolvimento Rural Sustentável na Região Semiárida da Bahia - Pró-Semiárido";17944.001461/2013-75;FIDAA435;11/08/2014;21/03/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% FIDA-SDR + 0%, Tranche Prevista 1: 100% FIDA-SDR + 0%;SDR;29.260.000,00;5.015.438,49;20.343.228,19;
FIDA LE 17;12691;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;FIDA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Projeto de Desenvolvimento Produtivo e de Capacidades/ PDPC - Projeto Paulo Freire";17944.000949/2012-02;FIDAAA17;27/06/2013;31/12/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% FIDA-EUR + 0%, Tranche Prevista 1: 100% FIDA-EUR + 0%;EUR;5.948.482,00;210.122,48;4.548.663,14;
FIDA LI 696;12692;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;FIDA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"PRODECAR";19407.000005/2006-91;FIDAL696;05/07/2006;13/09/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% FIDA-SDR + 0%, Tranche Prevista 1: 100% FIDA-SDR + 0%;SDR;20.800.000,00;0,00;5.470.434,77;
FIDA LI 788;12693;Piauí;Estados;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;FIDA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Projeto de Desenvolvimento Sustentável no Semi-Árido do Estado do Piauí - Viva o Semi-Árido";17944.001082/2009-17;FIDAA788;09/04/2013;31/12/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% FIDA-SDR + 0%, Tranche Prevista 1: 100% FIDA-SDR + 0%;SDR;12.770.903,00;1.688.026,33;8.102.999,29;
FIDA LI 798;12694;Paraíba;Estados;PB;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;FIDA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Projeto de Desenvolvimento Sustentável do Cariri e Seridó - PROCASE";17944.001516/2009-61;FIDAA798;17/10/2012;30/11/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% FIDA-SDR + 0%, Tranche Prevista 1: 100% FIDA-SDR + 0%;SDR;16.064.876,00;2.692.618,50;9.088.290,54;
FIDA LI 882;12695;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;FIDA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Projeto de Desenvolvimento Produtivo e de Capacidades/ PDPC - Projeto Paulo Freire";17944.000949/2012-02;FIDAA822;27/06/2013;31/12/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% FIDA-SDR + 0%, Tranche Prevista 1: 100% FIDA-SDR + 0%;SDR;20.624.403,00;382.119,31;16.117.403,09;
FIDA LI 883;12696;Sergipe;Estados;SE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;FIDA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Projeto de Desenvolvimento de Negócios Rurais para Pequenos Produtores - Dom Távora";17944.001574/2011-17;FIDAA883;10/08/2013;31/03/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% FIDA-SDR + 0%, Tranche Prevista 1: 100% FIDA-SDR + 0%;SDR;10.312.201,00;611.354,30;7.638.406,52;
Fonplata BR-10/2006;12297;Joinville;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;FONPLATA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa Eixo Ecológico Leste e Estruturação de Parques Ambientais - Linha Verde";19406.000118/2005-16;10200611;14/12/2006;13/06/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,75%, Tranche Prevista 1: 100% Libor + 2,75%;USD;11.800.000,00;0,00;6.391.068,82;
Fonplata BR-11/2006;12301;Curitiba;Municípios;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;FONPLATA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;"Programa de Estruturação de Assentamentos Habitacionais da Cidade de Curitiba";19406.000131/2005-75;112006PR;03/12/2007;10/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,45%, Tranche Prevista 1: 100% Libor + 1,45%;USD;10.000.000,00;0,00;0,00;
Fonplata BR-12/2007;12298;Campo Grande;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;FONPLATA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Recuperação de Áreas Degradadas do Córrego Imbirussu";17944.002062/2006-01;FPBR1207;06/09/2007;10/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,2%, Tranche Prevista 1: 100% Libor + 2,2%;USD;17.061.000,00;0,00;8.255.322,56;
Fonplata BR-13/2007;12303;Chapecó;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;FONPLATA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Projeto de Melhoria e Expansão da Infra-Estrutura Viária de Chapecó";19406.000300/2007-39;TA437498;10/12/2007;10/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,75%, Tranche Prevista 1: 100% Libor + 2,75%;USD;14.750.000,00;0,00;8.851.387,23;
Fonplata BR-15/2008;12302;Cachoeirinha;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;FONPLATA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Projeto de Melhoria e Ampliação da Infra-Estrutura Urbana de Cachoeirinha-RS";17944.001629/2007-02;BR152008;20/10/2008;10/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,5%, Tranche Prevista 1: 100% Libor + 2,5%;USD;8.910.000,00;0,00;5.530.344,82;
Fonplata BR-7/2003;12292;Porto Alegre;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;FONPLATA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;"Prog. Integrado Zona Norte Entrada da Cidade";89798.789789/7897-89;BR700001;22/12/2003;30/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,5%, Tranche Prevista 1: 100% Libor + 2,5%;USD;27.500.000,00;0,00;0,00;
Fonplata BR-8/2004;12293;Florianópolis;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;FONPLATA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Desenvolvimento da Infra-estrutura Básica dos Serviços Urbanos de Florianópolis";19406.000012/2004-31;TA286408;29/06/2004;10/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 3,25%, Tranche Prevista 1: 100% Libor + 3,25%;USD;22.400.000,00;0,00;7.487.088,00;
Fonplata BR-9/2005;12296;Mato Grosso do Sul;Estados;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;FONPLATA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Projeto de Melhoria da Infra-estrutura viária da região sul fronteira";17944.000001/2005-10;09200500;04/07/2006;10/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 3,25%, Tranche Prevista 1: 100% Libor + 3,25%;USD;28.000.000,00;0,00;13.066.666,66;
Fonplata BRA-16/2014;12401;Corumbá;Municípios;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;FONPLATA;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;"Programa de Desenvolvimento Integrado de Corumbá - PDI";17944.001710/2014-11;TA714162;27/01/2017;27/01/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 2,74%, Tranche Prevista 1: 100% Libor + 2,74%;USD;40.000.000,00;28.556.062,76;11.443.937,24;
Fonplata BRA-18/2017;12716;Joinville;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;FONPLATA;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa Linha Verde Eixo Ecológico Leste de Joinville";17944.000610/2017-11;TA814977;27/09/2018;27/09/2022;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 100% Libor + 0%;USD;40.000.000,00;40.000.000,00;0,00;
Fonplata BRA-21/2018;12715;Itajaí;Municípios;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;FONPLATA;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;"Programa Itajaí 2040 - Moderna e Sustentável";17944.103385/2018-46;TA830891;30/10/2018;30/10/2023;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 0%, Tranche Prevista 1: 100% Libor + 0%;USD;62.500.000,00;57.252.204,66;5.247.795,34;
JBIC 042347 - Eletrobras;12366;ELETROBRÁS;Estatais Federais;00;Federal;Garantias a Estatais Federais;;Externa;JBIC;Agências Governamentais;Créditos da Eletrobrás junto a sua controlada CHESF - Cia Hidroelétrica do São Francisco;Concluído;"A definir";10951.000995/1997-56;S9850884;26/11/1998;20/07/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2%, Tranche Prevista 1: 2%;JPY;45.000.000.000,00;0,00;0,00;
JBIC 042889 - BNDES - MCPIII;12367;BNDES;Bancos Federais;00;Federal;Garantias a Estatais Federais;;Externa;JBIC;Agências Governamentais;Dispensa - Art 40 da LRF - Órgãos e entidades do próprio ente;Amortizando;"A definir";10951.000204/2000-56;TA118258;12/07/2002;20/07/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 1,65%, Tranche Prevista 1: 1,65%;JPY;45.000.000.000,00;0,00;1.066.320.000,00;
JICA BZ-P10;12352;DAEE-SP;Entidades Estaduais Controladas;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;JICA;Agências Governamentais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;"A definir";10168.008955/1992-57;CR000023;18/07/1995;15/07/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 5%, Tranche Efetiva 2: 3,25%, Tranche Prevista 1: 5%;JPY;49.427.000.000,00;0,00;2.668.818.000,00;
JICA BZ-P11;12356;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;JICA;Agências Governamentais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"A definir";00000.000000/0000-09;11111100;29/05/1997;15/07/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 4%, Tranche Efetiva 2: 2,3%, Tranche Prevista 1: 4%;JPY;7.895.000.000,00;0,00;1.257.000.000,00;
JICA BZ-P12;12357;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;JICA;Agências Governamentais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"A definir";99999.999999/9999-99;12121212;01/08/1997;15/07/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2,3%, Tranche Prevista 1: 4%;JPY;5.242.000.000,00;0,00;34.260.000,00;
JICA BZ-P13;12358;Paraná;Estados;PR;Sul;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;JICA;Agências Governamentais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"A definir";99999.999999/9999-99;13131313;08/01/1998;15/07/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 4%, Tranche Efetiva 2: 2,3%, Tranche Prevista 1: 4%;JPY;23.686.000.000,00;0,00;4.481.106.000,00;
JICA BZ-P15;12359;SABESP-SP;Entidades Estaduais Controladas;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;JICA;Agências Governamentais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;"A definir";17944.000981/2002-16;15151515;06/08/2004;15/07/2017;;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 1,8%, Tranche Efetiva 2: 2,5%, Tranche Prevista 1: 1,8%;JPY;21.320.000.000,00;0,00;11.524.300.000,00;
JICA BZ-P16;12731;CASAN-SC;Entidades Estaduais Controladas;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;JICA;Agências Governamentais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa Catarinense de Águas e Saneamento - CASAN";17944.001127/2009-35;16161616;31/03/2010;28/11/2019;;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Prevista 1: Pré-fixado, Tranche Prevista 2: Pré-fixado;Tranche Efetiva 1: 1,2%, Tranche Efetiva 2: 0,01%, Tranche Prevista 1: 1,2%, Tranche Prevista 2: 0,01%;JPY;14.426.000.000,00;10.150.232.612,00;3.888.673.856,00;
JICA BZ-P17;12662;SABESP-SP;Entidades Estaduais Controladas;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;JICA;Agências Governamentais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Programa Integrado de Melhoria Ambiental na Área de Mananciais da Represa Billings";17944.000674/2009-01;17171717;14/10/2010;31/12/2019;;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Prevista 1: Pré-fixado, Tranche Prevista 2: Pré-fixado;Tranche Efetiva 1: 1,2%, Tranche Efetiva 2: 0,01%, Tranche Prevista 1: 1,2%, Tranche Prevista 2: 0,01%;JPY;6.208.000.000,00;3.120.585.711,00;2.248.495.369,00;
